Date,District,Rent (₹),Utilities (₹),Groceries (₹),Transport (₹),Fuel Price (₹/liter),Healthcare (₹),Education (₹),Internet (₹),Total Monthly Expense (₹)
2021-04-01,Chhota Udepur,9768.79,4342.13,5197.39,1722.5,88.52,578.15,3383.19,585.13,25577.28
2021-05-01,Chhota Udepur,9828.77,4368.79,5229.31,1733.07,88.59,581.7,3403.96,588.72,25734.33
2021-06-01,Chhota Udepur,9871.25,4387.67,5251.91,1740.56,88.93,584.22,3418.68,591.27,25845.56
2021-07-01,Chhota Udepur,9867.01,4385.78,5249.65,1739.82,88.38,583.97,3417.21,591.01,25834.44
2021-08-01,Chhota Udepur,9781.28,4347.68,5204.04,1724.7,88.53,578.89,3387.52,585.88,25609.99
2021-09-01,Chhota Udepur,9840.48,4373.99,5235.54,1735.14,88.48,582.4,3408.02,589.42,25764.99
2021-10-01,Chhota Udepur,9753.67,4335.41,5189.35,1719.83,88.71,577.26,3377.96,584.23,25537.7
2021-11-01,Chhota Udepur,9800.38,4356.17,5214.2,1728.07,88.42,580.02,3394.13,587.02,25659.99
2021-12-01,Chhota Udepur,9816.92,4363.52,5223.0,1730.98,88.47,581.0,3399.86,588.01,25703.31
2022-01-01,Chhota Udepur,9801.64,4356.73,5214.87,1728.29,88.19,580.1,3394.57,587.1,25663.3
2022-02-01,Chhota Udepur,9814.1,4362.27,5221.5,1730.49,88.72,580.83,3398.88,587.84,25695.92
2022-03-01,Chhota Udepur,9832.57,4370.48,5231.33,1733.74,88.78,581.93,3405.28,588.95,25744.27
2022-04-01,Chhota Udepur,9783.9,4348.84,5205.43,1725.16,88.19,579.05,3388.42,586.04,25616.85
2022-05-01,Chhota Udepur,9807.55,4359.36,5218.02,1729.33,88.37,580.45,3396.62,587.45,25678.78
2022-06-01,Chhota Udepur,9794.59,4353.6,5211.12,1727.05,88.59,579.68,3392.13,586.68,25644.84
2022-07-01,Chhota Udepur,9794.95,4353.75,5211.31,1727.11,88.2,579.7,3392.25,586.7,25645.78
2022-08-01,Chhota Udepur,9792.21,4352.54,5209.86,1726.63,88.62,579.54,3391.3,586.53,25638.6
2022-09-01,Chhota Udepur,9852.5,4379.34,5241.93,1737.26,88.71,583.11,3412.18,590.14,25796.47
2022-10-01,Chhota Udepur,9840.4,4373.96,5235.49,1735.12,88.49,582.39,3407.99,589.42,25764.78
2022-11-01,Chhota Udepur,9839.44,4373.53,5234.98,1734.95,88.52,582.33,3407.66,589.36,25762.27
2022-12-01,Chhota Udepur,9825.14,4367.18,5227.38,1732.43,88.28,581.49,3402.71,588.51,25724.83
2023-01-01,Chhota Udepur,9821.75,4365.67,5225.57,1731.84,88.63,581.29,3401.53,588.3,25715.95
2023-02-01,Chhota Udepur,9836.32,4372.14,5233.32,1734.4,88.19,582.15,3406.58,589.18,25754.08
2023-03-01,Chhota Udepur,9824.32,4366.81,5226.94,1732.29,88.15,581.44,3402.42,588.46,25722.67
2023-04-01,Chhota Udepur,9828.11,4368.49,5228.96,1732.96,88.34,581.66,3403.74,588.68,25732.6
2023-05-01,Chhota Udepur,9903.18,4401.86,5268.89,1746.19,88.56,586.11,3429.73,593.18,25929.14
2023-06-01,Chhota Udepur,9858.86,4382.16,5245.31,1738.38,89.09,583.48,3414.38,590.53,25813.1
2023-07-01,Chhota Udepur,9779.55,4346.91,5203.12,1724.39,88.65,578.79,3386.92,585.77,25605.45
2023-08-01,Chhota Udepur,9761.49,4338.88,5193.51,1721.21,88.62,577.72,3380.66,584.69,25558.17
2023-09-01,Chhota Udepur,9906.12,4403.17,5270.46,1746.71,88.36,586.28,3430.75,593.36,25936.85
2023-10-01,Chhota Udepur,9776.19,4345.42,5201.33,1723.8,88.51,578.59,3385.75,585.57,25596.65
2023-11-01,Chhota Udepur,9919.85,4409.27,5277.76,1749.13,88.73,587.09,3435.51,594.18,25972.79
2023-12-01,Chhota Udepur,9775.26,4345.0,5200.84,1723.64,88.92,578.54,3385.43,585.52,25594.22
2024-01-01,Chhota Udepur,9738.5,4328.66,5181.28,1717.16,89.1,576.36,3372.7,583.32,25497.98
2024-02-01,Chhota Udepur,9861.57,4383.37,5246.76,1738.86,89.0,583.64,3415.32,590.69,25820.2
2024-03-01,Chhota Udepur,9738.86,4328.82,5181.47,1717.22,88.58,576.38,3372.82,583.34,25498.91
2024-04-01,Chhota Udepur,9813.04,4361.8,5220.94,1730.3,88.26,580.77,3398.52,587.78,25693.14
2024-05-01,Chhota Udepur,9756.09,4336.48,5190.64,1720.26,88.66,577.4,3378.79,584.37,25544.04
2024-06-01,Chhota Udepur,9848.89,4377.73,5240.01,1736.62,88.88,582.89,3410.93,589.93,25787.0
2024-07-01,Chhota Udepur,9794.93,4353.75,5211.3,1727.11,88.49,579.7,3392.24,586.7,25645.73
2024-08-01,Chhota Udepur,9751.86,4334.6,5188.39,1719.51,88.94,577.15,3377.33,584.12,25532.96
2024-09-01,Chhota Udepur,9823.01,4366.23,5226.24,1732.06,88.72,581.36,3401.97,588.38,25719.24
2024-10-01,Chhota Udepur,9856.74,4381.22,5244.19,1738.0,88.92,583.36,3413.65,590.4,25807.55
2024-11-01,Chhota Udepur,9778.86,4346.6,5202.75,1724.27,88.72,578.75,3386.68,585.73,25603.65
2024-12-01,Chhota Udepur,9818.37,4364.17,5223.78,1731.24,89.09,581.09,3400.36,588.1,25707.11
2025-01-01,Chhota Udepur,9778.72,4346.54,5202.68,1724.25,88.84,578.74,3386.63,585.73,25603.27
2020-01-01,Dahod,8672.78,3817.25,5087.69,1390.96,93.94,760.68,3104.97,584.84,23419.17
2020-02-01,Dahod,8882.83,3909.7,5210.91,1424.65,93.93,779.11,3180.17,599.0,23986.36
2020-03-01,Dahod,8754.52,3853.23,5135.64,1404.07,93.96,767.85,3134.24,590.35,23639.89
2020-04-01,Dahod,8843.06,3892.2,5187.58,1418.27,93.92,775.62,3165.94,596.32,23878.99
2020-05-01,Dahod,8793.3,3870.3,5158.39,1410.29,93.71,771.25,3148.12,592.96,23744.63
2020-06-01,Dahod,8785.75,3866.97,5153.96,1409.08,93.97,770.59,3145.42,592.45,23724.22
2020-07-01,Dahod,8734.79,3844.54,5124.07,1400.91,93.67,766.12,3127.17,589.02,23586.63
2020-08-01,Dahod,8866.6,3902.56,5201.39,1422.05,94.23,777.68,3174.36,597.91,23942.54
2020-09-01,Dahod,8731.67,3843.17,5122.24,1400.41,93.46,765.85,3126.06,588.81,23578.21
2020-10-01,Dahod,8784.68,3866.5,5153.33,1408.91,94.02,770.5,3145.03,592.38,23721.34
2020-11-01,Dahod,8716.34,3836.42,5113.24,1397.95,93.76,764.5,3120.57,587.77,23536.8
2020-12-01,Dahod,8775.74,3862.57,5148.09,1407.48,94.15,769.71,3141.83,591.78,23697.21
2021-01-01,Dahod,8722.95,3839.33,5117.12,1399.01,93.8,765.08,3122.93,588.22,23554.65
2021-02-01,Dahod,8779.28,3864.12,5150.16,1408.04,94.19,770.02,3143.1,592.02,23706.76
2021-03-01,Dahod,8822.79,3883.27,5175.69,1415.02,93.61,773.84,3158.68,594.95,23824.25
2021-04-01,Dahod,8834.02,3888.22,5182.27,1416.82,93.66,774.83,3162.7,595.71,23854.56
2021-05-01,Dahod,8840.42,3891.04,5186.03,1417.85,93.71,775.39,3164.99,596.14,23871.86
2021-06-01,Dahod,8842.85,3892.1,5187.46,1418.24,93.9,775.6,3165.86,596.31,23878.42
2021-07-01,Dahod,8939.68,3934.72,5244.26,1433.77,93.76,784.09,3200.52,602.84,24139.88
2021-08-01,Dahod,8813.36,3879.12,5170.16,1413.51,93.64,773.01,3155.3,594.32,23798.79
2021-09-01,Dahod,8796.68,3871.78,5160.37,1410.83,93.01,771.55,3149.33,593.19,23753.73
2021-10-01,Dahod,8816.99,3880.72,5172.29,1414.09,94.15,773.33,3156.6,594.56,23808.6
2021-11-01,Dahod,8813.97,3879.39,5170.51,1413.61,93.4,773.07,3155.52,594.36,23800.42
2021-12-01,Dahod,8761.36,3856.24,5139.65,1405.17,93.09,768.45,3136.69,590.81,23658.38
2022-01-01,Dahod,8839.53,3890.64,5185.51,1417.71,93.49,775.31,3164.67,596.08,23869.44
2022-02-01,Dahod,8795.3,3871.17,5159.56,1410.61,93.73,771.43,3148.83,593.1,23750.01
2022-03-01,Dahod,8861.86,3900.47,5198.61,1421.29,93.8,777.27,3172.67,597.59,23929.75
2022-04-01,Dahod,8832.06,3887.36,5181.13,1416.51,93.93,774.65,3162.0,595.58,23849.29
2022-05-01,Dahod,8856.23,3897.99,5195.3,1420.39,93.71,776.77,3170.65,597.21,23914.54
2022-06-01,Dahod,8878.62,3907.85,5208.44,1423.98,93.22,778.74,3178.67,598.72,23975.02
2022-07-01,Dahod,8834.2,3888.29,5182.38,1416.85,93.53,774.84,3162.76,595.72,23855.05
2022-08-01,Dahod,8774.93,3862.21,5147.61,1407.35,93.93,769.64,3141.54,591.73,23695.01
2022-09-01,Dahod,8821.2,3882.57,5174.76,1414.77,93.94,773.7,3158.11,594.85,23819.95
2022-10-01,Dahod,8735.71,3844.95,5124.61,1401.06,94.18,766.2,3127.5,589.08,23589.11
2022-11-01,Dahod,8757.02,3854.33,5137.11,1404.48,93.56,768.07,3135.13,590.52,23646.66
2022-12-01,Dahod,8824.56,3884.05,5176.73,1415.31,93.69,774.0,3159.31,595.07,23829.02
2023-01-01,Dahod,8810.09,3877.68,5168.24,1412.99,93.17,772.73,3154.13,594.1,23789.95
2023-02-01,Dahod,8809.04,3877.22,5167.62,1412.82,93.84,772.63,3153.75,594.03,23787.11
2023-03-01,Dahod,8774.18,3861.88,5147.17,1407.23,93.19,769.58,3141.27,591.67,23692.98
2023-04-01,Dahod,8787.22,3867.62,5154.82,1409.32,93.76,770.72,3145.94,592.55,23728.19
2023-05-01,Dahod,8780.44,3864.63,5150.84,1408.23,93.26,770.13,3143.51,592.1,23709.88
2023-06-01,Dahod,8866.56,3902.54,5201.36,1422.04,93.59,777.68,3174.35,597.9,23942.44
2023-07-01,Dahod,8786.8,3867.44,5154.58,1409.25,93.1,770.68,3145.79,592.53,23727.07
2023-08-01,Dahod,8866.56,3902.54,5201.37,1422.04,93.64,777.68,3174.35,597.9,23942.45
2023-09-01,Dahod,8800.88,3873.63,5162.84,1411.51,94.09,771.92,3150.83,593.48,23765.08
2023-10-01,Dahod,8766.87,3858.66,5142.89,1406.05,94.04,768.94,3138.66,591.18,23673.25
2023-11-01,Dahod,8706.08,3831.9,5107.22,1396.3,93.93,763.6,3116.89,587.08,23509.08
2023-12-01,Dahod,8865.57,3902.1,5200.79,1421.88,93.61,777.59,3173.99,597.84,23939.77
2024-01-01,Dahod,8845.67,3893.34,5189.11,1418.69,94.29,775.85,3166.87,596.5,23886.03
2024-02-01,Dahod,8785.37,3866.8,5153.74,1409.02,93.68,770.56,3145.28,592.43,23723.21
2024-03-01,Dahod,8757.13,3854.37,5137.17,1404.49,93.63,768.08,3135.17,590.53,23646.94
2024-04-01,Dahod,8760.77,3855.98,5139.3,1405.08,93.52,768.4,3136.47,590.77,23656.77
2024-05-01,Dahod,8849.18,3894.89,5191.17,1419.26,93.55,776.16,3168.13,596.73,23895.51
2024-06-01,Dahod,8807.91,3876.72,5166.96,1412.64,93.78,772.54,3153.35,593.95,23784.05
2024-07-01,Dahod,8862.32,3900.67,5198.88,1421.36,93.63,777.31,3172.83,597.62,23930.98
2024-08-01,Dahod,8813.29,3879.09,5170.11,1413.5,94.0,773.01,3155.28,594.31,23798.59
2024-09-01,Dahod,8861.95,3900.51,5198.66,1421.3,93.63,777.28,3172.7,597.59,23929.99
2024-10-01,Dahod,8769.44,3859.79,5144.39,1406.47,93.48,769.16,3139.58,591.36,23680.17
2024-11-01,Dahod,8894.72,3914.93,5217.88,1426.56,94.16,780.15,3184.43,599.8,24018.48
2024-12-01,Dahod,8794.71,3870.91,5159.21,1410.52,94.32,771.38,3148.62,593.06,23748.41
2025-01-01,Dahod,8792.09,3869.76,5157.68,1410.1,93.98,771.15,3147.69,592.88,23741.34
2020-01-01,Dangs,11956.99,4566.29,4072.04,1268.64,92.92,804.4,3531.77,602.3,26802.44
2020-02-01,Dangs,12131.51,4632.93,4131.47,1287.15,92.62,816.14,3583.32,611.09,27193.62
2020-03-01,Dangs,12062.39,4606.54,4107.94,1279.82,93.21,811.49,3562.9,607.61,27038.7
2020-04-01,Dangs,11991.67,4579.53,4083.85,1272.32,93.42,806.74,3542.01,604.05,26880.17
2020-05-01,Dangs,11997.14,4581.62,4085.71,1272.9,93.04,807.1,3543.63,604.32,26892.42
2020-06-01,Dangs,11971.73,4571.92,4077.06,1270.2,93.27,805.39,3536.12,603.04,26835.46
2020-07-01,Dangs,12040.42,4598.15,4100.45,1277.49,92.76,810.02,3556.41,606.5,26989.44
2020-08-01,Dangs,11896.07,4543.02,4051.29,1262.17,92.87,800.3,3513.78,599.23,26665.87
2020-09-01,Dangs,11927.1,4554.87,4061.86,1265.46,92.91,802.39,3522.94,600.8,26735.42
2020-10-01,Dangs,12048.85,4601.37,4103.32,1278.38,92.8,810.58,3558.9,606.93,27008.33
2020-11-01,Dangs,11972.34,4572.15,4077.27,1270.26,92.95,805.44,3536.3,603.08,26836.84
2020-12-01,Dangs,12025.6,4592.49,4095.41,1275.92,92.3,809.02,3552.03,605.76,26956.22
2021-01-01,Dangs,11938.65,4559.28,4065.79,1266.69,92.99,803.17,3526.35,601.38,26761.31
2021-02-01,Dangs,12046.61,4600.51,4102.56,1278.14,92.79,810.43,3558.24,606.82,27003.32
2021-03-01,Dangs,11862.77,4530.31,4039.95,1258.64,93.1,798.06,3503.94,597.56,26591.22
2021-04-01,Dangs,11936.94,4558.63,4065.21,1266.51,92.6,803.05,3525.85,601.29,26757.47
2021-05-01,Dangs,11937.59,4558.88,4065.43,1266.58,92.88,803.1,3526.04,601.32,26758.95
2021-06-01,Dangs,11938.77,4559.33,4065.83,1266.7,92.32,803.18,3526.39,601.38,26761.58
2021-07-01,Dangs,12028.51,4593.6,4096.4,1276.22,93.29,809.21,3552.89,605.9,26962.74
2021-08-01,Dangs,12013.83,4588.0,4091.4,1274.67,92.61,808.23,3548.56,605.17,26929.85
2021-09-01,Dangs,11962.86,4568.53,4074.04,1269.26,92.93,804.8,3533.5,602.6,26815.59
2021-10-01,Dangs,12010.68,4586.79,4090.33,1274.33,93.12,808.02,3547.63,605.01,26922.78
2021-11-01,Dangs,11931.03,4556.37,4063.2,1265.88,92.95,802.66,3524.1,600.99,26744.24
2021-12-01,Dangs,12002.23,4583.56,4087.45,1273.44,93.34,807.45,3545.13,604.58,26903.83
2022-01-01,Dangs,12017.0,4589.2,4092.48,1275.0,93.15,808.44,3549.49,605.32,26936.94
2022-02-01,Dangs,11979.91,4575.04,4079.85,1271.07,93.32,805.94,3538.54,603.46,26853.81
2022-03-01,Dangs,11999.39,4582.48,4086.48,1273.13,92.69,807.26,3544.29,604.44,26897.46
2022-04-01,Dangs,12058.76,4605.15,4106.7,1279.43,93.12,811.25,3561.83,607.43,27030.55
2022-05-01,Dangs,11948.43,4563.02,4069.12,1267.73,92.8,803.83,3529.24,601.87,26783.23
2022-06-01,Dangs,11992.62,4579.9,4084.18,1272.42,93.06,806.8,3542.29,604.1,26882.3
2022-07-01,Dangs,11986.69,4577.63,4082.15,1271.79,93.02,806.4,3540.54,603.8,26869.0
2022-08-01,Dangs,12076.48,4611.92,4112.73,1281.31,93.23,812.44,3567.06,608.32,27070.28
2022-09-01,Dangs,11986.29,4577.48,4082.02,1271.74,93.19,806.37,3540.42,603.78,26868.11
2022-10-01,Dangs,11913.2,4549.57,4057.13,1263.99,93.04,801.46,3518.84,600.1,26704.28
2022-11-01,Dangs,12083.02,4614.42,4114.96,1282.01,92.87,812.88,3568.99,608.65,27084.93
2022-12-01,Dangs,11924.25,4553.78,4060.89,1265.16,92.75,802.2,3522.1,600.65,26729.04
2023-01-01,Dangs,11909.79,4548.26,4055.97,1263.63,92.71,801.23,3517.83,599.92,26696.63
2023-02-01,Dangs,11952.76,4564.67,4070.6,1268.19,92.54,804.12,3530.52,602.09,26792.95
2023-03-01,Dangs,11975.84,4573.48,4078.46,1270.64,93.18,805.67,3537.34,603.25,26844.67
2023-04-01,Dangs,11920.66,4552.41,4059.67,1264.78,93.35,801.96,3521.04,600.47,26720.99
2023-05-01,Dangs,12005.42,4584.78,4088.53,1273.77,93.22,807.66,3546.08,604.74,26911.0
2023-06-01,Dangs,11935.59,4558.12,4064.75,1266.37,93.17,802.96,3525.45,601.22,26754.46
2023-07-01,Dangs,11909.65,4548.21,4055.92,1263.61,93.18,801.22,3517.79,599.92,26696.32
2023-08-01,Dangs,11985.17,4577.05,4081.64,1271.63,93.08,806.3,3540.09,603.72,26865.6
2023-09-01,Dangs,11904.65,4546.3,4054.22,1263.08,92.68,800.88,3516.31,599.67,26685.11
2023-10-01,Dangs,12010.59,4586.76,4090.29,1274.32,92.67,808.01,3547.6,605.0,26922.57
2023-11-01,Dangs,12002.58,4583.7,4087.57,1273.47,92.55,807.47,3545.24,604.6,26904.62
2023-12-01,Dangs,12025.58,4592.48,4095.4,1275.91,92.59,809.02,3552.03,605.76,26956.19
2024-01-01,Dangs,12007.9,4585.73,4089.38,1274.04,93.1,807.83,3546.81,604.87,26916.56
2024-02-01,Dangs,11933.27,4557.23,4063.96,1266.12,93.09,802.81,3524.76,601.11,26749.25
2024-03-01,Dangs,11990.46,4579.07,4083.44,1272.19,92.78,806.65,3541.66,603.99,26877.46
2024-04-01,Dangs,11914.64,4550.11,4057.62,1264.14,92.38,801.55,3519.26,600.17,26707.49
2024-05-01,Dangs,11995.8,4581.11,4085.26,1272.75,92.49,807.01,3543.23,604.26,26889.41
2024-06-01,Dangs,11980.6,4575.3,4080.08,1271.14,92.86,805.99,3538.74,603.49,26855.35
2024-07-01,Dangs,12015.48,4588.63,4091.96,1274.84,92.85,808.34,3549.05,605.25,26933.55
2024-08-01,Dangs,11955.22,4565.61,4071.44,1268.45,93.13,804.28,3531.25,602.21,26798.45
2024-09-01,Dangs,11994.92,4580.77,4084.96,1272.66,93.02,806.95,3542.97,604.21,26887.46
2024-10-01,Dangs,12002.94,4583.84,4087.69,1273.51,92.5,807.49,3545.34,604.62,26905.43
2024-11-01,Dangs,12020.12,4590.4,4093.54,1275.33,93.1,808.65,3550.42,605.48,26943.95
2024-12-01,Dangs,11914.15,4549.93,4057.45,1264.09,92.86,801.52,3519.12,600.14,26706.4
2025-01-01,Dangs,11972.55,4572.23,4077.34,1270.29,92.89,805.45,3536.37,603.09,26837.31
2020-01-01,Devbhumi Dwarka,11557.38,3438.11,5975.07,1918.92,91.65,800.46,2656.58,611.06,26957.58
2020-02-01,Devbhumi Dwarka,11619.22,3456.5,6007.04,1929.19,91.04,804.75,2670.8,614.33,27101.84
2020-03-01,Devbhumi Dwarka,11515.66,3425.7,5953.5,1911.99,90.93,797.57,2646.99,608.86,26860.27
2020-04-01,Devbhumi Dwarka,11578.59,3444.42,5986.03,1922.44,91.3,801.93,2661.46,612.19,27007.05
2020-05-01,Devbhumi Dwarka,11695.22,3479.11,6046.33,1941.81,91.57,810.01,2688.27,618.35,27279.09
2020-06-01,Devbhumi Dwarka,11568.55,3441.43,5980.84,1920.78,91.46,801.24,2659.15,611.65,26983.65
2020-07-01,Devbhumi Dwarka,11712.93,3484.38,6055.48,1944.75,91.86,811.24,2692.34,619.29,27320.4
2020-08-01,Devbhumi Dwarka,11598.96,3450.48,5996.57,1925.82,91.61,803.34,2666.14,613.26,27054.57
2020-09-01,Devbhumi Dwarka,11697.76,3479.87,6047.64,1942.23,90.93,810.19,2688.85,618.49,27285.03
2020-10-01,Devbhumi Dwarka,11587.48,3447.06,5990.63,1923.92,91.95,802.55,2663.5,612.66,27027.8
2020-11-01,Devbhumi Dwarka,11599.74,3450.71,5996.97,1925.95,90.54,803.4,2666.32,613.3,27056.38
2020-12-01,Devbhumi Dwarka,11610.18,3453.81,6002.36,1927.69,91.65,804.12,2668.72,613.86,27080.73
2021-01-01,Devbhumi Dwarka,11617.57,3456.01,6006.18,1928.91,91.54,804.63,2670.42,614.25,27097.97
2021-02-01,Devbhumi Dwarka,11671.58,3472.08,6034.11,1937.88,91.25,808.37,2682.83,617.1,27223.95
2021-03-01,Devbhumi Dwarka,11587.08,3446.94,5990.42,1923.85,91.39,802.52,2663.41,612.63,27026.86
2021-04-01,Devbhumi Dwarka,11627.49,3458.96,6011.32,1930.56,91.36,805.32,2672.7,614.77,27121.12
2021-05-01,Devbhumi Dwarka,11622.7,3457.54,6008.84,1929.77,91.14,804.99,2671.6,614.52,27109.95
2021-06-01,Devbhumi Dwarka,11660.68,3468.84,6028.47,1936.07,91.51,807.62,2680.33,616.53,27198.54
2021-07-01,Devbhumi Dwarka,11539.74,3432.86,5965.95,1915.99,91.24,799.24,2652.53,610.13,26916.44
2021-08-01,Devbhumi Dwarka,11622.58,3457.5,6008.78,1929.75,91.2,804.98,2671.57,614.51,27109.67
2021-09-01,Devbhumi Dwarka,11654.14,3466.89,6025.09,1934.98,91.33,807.17,2678.82,616.18,27183.27
2021-10-01,Devbhumi Dwarka,11626.99,3458.81,6011.06,1930.48,91.24,805.28,2672.58,614.74,27119.95
2021-11-01,Devbhumi Dwarka,11501.64,3421.52,5946.25,1909.67,90.79,796.6,2643.77,608.12,26827.57
2021-12-01,Devbhumi Dwarka,11651.37,3466.07,6023.66,1934.52,91.42,806.97,2678.19,616.03,27176.81
2022-01-01,Devbhumi Dwarka,11642.62,3463.46,6019.13,1933.07,91.38,806.37,2676.18,615.57,27156.4
2022-02-01,Devbhumi Dwarka,11629.63,3459.6,6012.42,1930.92,91.61,805.47,2673.19,614.88,27126.1
2022-03-01,Devbhumi Dwarka,11642.96,3463.57,6019.31,1933.13,91.63,806.39,2676.25,615.59,27157.21
2022-04-01,Devbhumi Dwarka,11627.13,3458.85,6011.13,1930.5,91.26,805.29,2672.61,614.75,27120.27
2022-05-01,Devbhumi Dwarka,11628.45,3459.25,6011.81,1930.72,91.12,805.39,2672.92,614.82,27123.35
2022-06-01,Devbhumi Dwarka,11595.17,3449.35,5994.6,1925.19,91.4,803.08,2665.27,613.06,27045.72
2022-07-01,Devbhumi Dwarka,11626.71,3458.73,6010.91,1930.43,91.32,805.27,2672.52,614.73,27119.3
2022-08-01,Devbhumi Dwarka,11536.71,3431.96,5964.38,1915.49,91.52,799.03,2651.83,609.97,26909.38
2022-09-01,Devbhumi Dwarka,11665.55,3470.28,6030.99,1936.88,91.8,807.96,2681.45,616.78,27209.89
2022-10-01,Devbhumi Dwarka,11642.8,3463.52,6019.23,1933.1,91.35,806.38,2676.22,615.58,27156.82
2022-11-01,Devbhumi Dwarka,11558.46,3438.43,5975.63,1919.1,91.76,800.54,2656.83,611.12,26960.11
2022-12-01,Devbhumi Dwarka,11631.55,3460.17,6013.42,1931.24,91.4,805.6,2673.63,614.99,27130.6
2023-01-01,Devbhumi Dwarka,11602.46,3451.52,5998.37,1926.4,91.26,803.59,2666.94,613.45,27062.73
2023-02-01,Devbhumi Dwarka,11657.09,3467.77,6026.62,1935.47,91.07,807.37,2679.5,616.34,27190.15
2023-03-01,Devbhumi Dwarka,11711.41,3483.93,6054.7,1944.49,91.73,811.13,2691.99,619.21,27316.87
2023-04-01,Devbhumi Dwarka,11596.66,3449.79,5995.38,1925.44,91.11,803.18,2665.61,613.14,27049.21
2023-05-01,Devbhumi Dwarka,11500.37,3421.15,5945.59,1909.45,91.0,796.51,2643.48,608.05,26824.6
2023-06-01,Devbhumi Dwarka,11659.5,3468.49,6027.86,1935.88,91.43,807.54,2680.06,616.46,27195.78
2023-07-01,Devbhumi Dwarka,11645.81,3464.41,6020.78,1933.6,90.84,806.59,2676.91,615.74,27163.84
2023-08-01,Devbhumi Dwarka,11594.24,3449.07,5994.13,1925.04,91.72,803.02,2665.06,613.01,27043.57
2023-09-01,Devbhumi Dwarka,11611.62,3454.24,6003.11,1927.93,91.0,804.22,2669.05,613.93,27084.1
2023-10-01,Devbhumi Dwarka,11610.72,3453.97,6002.64,1927.78,91.14,804.16,2668.84,613.88,27082.0
2023-11-01,Devbhumi Dwarka,11636.53,3461.65,6015.99,1932.06,91.35,805.95,2674.78,615.25,27142.2
2023-12-01,Devbhumi Dwarka,11648.68,3465.27,6022.27,1934.08,91.01,806.79,2677.57,615.89,27170.55
2024-01-01,Devbhumi Dwarka,11591.18,3448.16,5992.54,1924.53,91.65,802.8,2664.35,612.85,27036.41
2024-02-01,Devbhumi Dwarka,11538.68,3432.54,5965.4,1915.82,91.07,799.17,2652.28,610.08,26913.97
2024-03-01,Devbhumi Dwarka,11628.74,3459.33,6011.96,1930.77,91.43,805.41,2672.99,614.84,27124.03
2024-04-01,Devbhumi Dwarka,11588.85,3447.47,5991.34,1924.14,91.27,802.64,2663.82,612.73,27030.99
2024-05-01,Devbhumi Dwarka,11648.1,3465.09,6021.97,1933.98,91.58,806.75,2677.44,615.86,27169.19
2024-06-01,Devbhumi Dwarka,11555.21,3437.46,5973.94,1918.56,91.45,800.31,2656.08,610.95,26952.51
2024-07-01,Devbhumi Dwarka,11704.84,3481.97,6051.3,1943.4,91.32,810.68,2690.48,618.86,27301.53
2024-08-01,Devbhumi Dwarka,11554.59,3437.28,5973.63,1918.46,91.04,800.27,2655.94,610.92,26951.08
2024-09-01,Devbhumi Dwarka,11607.87,3453.13,6001.17,1927.3,91.63,803.96,2668.19,613.73,27075.35
2024-10-01,Devbhumi Dwarka,11614.83,3455.2,6004.77,1928.46,91.4,804.44,2669.79,614.1,27091.58
2024-11-01,Devbhumi Dwarka,11559.43,3438.72,5976.13,1919.26,91.62,800.61,2657.05,611.17,26962.37
2024-12-01,Devbhumi Dwarka,11550.77,3436.14,5971.65,1917.82,91.21,800.01,2655.06,610.71,26942.18
2025-01-01,Devbhumi Dwarka,11653.7,3466.76,6024.87,1934.91,90.79,807.14,2678.72,616.16,27182.26
2020-01-01,Gandhinagar,9117.1,3779.12,5974.48,1822.82,87.48,509.99,4920.63,536.89,26661.03
2020-02-01,Gandhinagar,9249.23,3833.89,6061.06,1849.24,87.6,517.38,4991.94,544.67,27047.4
2020-03-01,Gandhinagar,9019.15,3738.52,5910.29,1803.24,87.23,504.51,4867.76,531.12,26374.58
2020-04-01,Gandhinagar,9151.88,3793.54,5997.27,1829.78,87.89,511.94,4939.4,538.93,26762.73
2020-05-01,Gandhinagar,9158.81,3796.41,6001.81,1831.16,87.89,512.32,4943.13,539.34,26782.98
2020-06-01,Gandhinagar,9147.23,3791.61,5994.22,1828.85,87.1,511.68,4936.88,538.66,26749.12
2020-07-01,Gandhinagar,9148.81,3792.26,5995.25,1829.16,87.71,511.77,4937.74,538.75,26753.75
2020-08-01,Gandhinagar,9183.29,3806.56,6017.85,1836.06,87.29,513.69,4956.35,540.78,26854.59
2020-09-01,Gandhinagar,9155.23,3794.93,5999.46,1830.45,88.32,512.12,4941.21,539.13,26772.53
2020-10-01,Gandhinagar,9114.87,3778.19,5973.01,1822.38,87.79,509.87,4919.42,536.75,26654.48
2020-11-01,Gandhinagar,9075.35,3761.81,5947.12,1814.48,87.84,507.66,4898.09,534.43,26538.93
2020-12-01,Gandhinagar,9130.47,3784.66,5983.24,1825.5,87.72,510.74,4927.84,537.67,26700.11
2021-01-01,Gandhinagar,9112.2,3777.09,5971.26,1821.84,87.69,509.72,4917.98,536.6,26646.69
2021-02-01,Gandhinagar,9129.72,3784.35,5982.75,1825.35,87.43,510.7,4927.44,537.63,26697.93
2021-03-01,Gandhinagar,9191.53,3809.97,6023.25,1837.7,87.5,514.16,4960.8,541.27,26878.68
2021-04-01,Gandhinagar,9188.71,3808.8,6021.4,1837.14,87.56,514.0,4959.28,541.1,26870.44
